stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest
2dpf,0,0,0.49,0,0
5dpf,0,0.64,0.31,1.12,0.91
10dpf,21.26,0,0,1.22,0
