stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,12.92
3dpf,0,0,0,0,0,8.56
5dpf,3.91,0.33,0,1.63,0.75,116.15
10dpf,0.72,0,0.92,0.41,0.75,33.71
