stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0,0,0,0,0.7
3dpf,0.59,0,0,0,0.84,0
10dpf,1.3,0.78,1.76,1.08,0.47,0
