stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0.61,0,5.66
3dpf,1.63,0,0,1.6,0,0,6.34
5dpf,0,0,0,3.72,0,0,27
10dpf,1.39,0.42,0.66,3.65,0,0.51,3.78
