stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.34,0,0,4.32,2.14,0,0.83
3dpf,2.52,0,0.66,23.57,0,0.62,0
5dpf,1.86,0.86,0.46,5.36,1.06,0,0.5
10dpf,0,0,0,4.26,0,0,0
