stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme
12hpf,0,4.35,0,0,0,0
16hpf,0,4.98,0,0,0,0
2dpf,0,0,0,0,2.13,0.57
3dpf,1.29,0,1.2,0,0,18.72
5dpf,2.35,0,0,0.41,0,3.03
10dpf,3.95,0,0,0,0,10.43
