stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,7.14,0,0.82,4.46,0,1.2
3dpf,63.44,0,0,0.52,0.39,0.38
5dpf,3.85,0,0,0.47,0.78,0.38
10dpf,6.87,0.49,0,0,0,0.45
