stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,0,0,0,0.82,0
2dpf,1.37,0,0,1.36,0,3.52,0
3dpf,1.39,0,0,0,0.34,0,0
5dpf,0,0,3.81,0,3.94,2.84,0.47
10dpf,1.25,0.92,1.56,0,0.43,1.82,0
