stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,1.22,0.56,0,0,0
3dpf,0,6.21,0,0,0
5dpf,3.35,25.66,3.66,0.91,1.23
10dpf,0,66.75,1.58,0,0
