stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0.56,0,1.42
3dpf,0,0,0,0.42,0.38
5dpf,0.44,0,0.65,3.26,0.85
10dpf,0,0.91,0.99,1.76,0.46
