stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.71,0,0,0,1.67,2.12,1,7.53
3dpf,25.59,0,0,0.33,1.27,4.58,0.65,77.06
5dpf,2.6,0.83,1.22,2.87,0.35,30.09,2.66,175.73
10dpf,28.34,6.37,0,0,0,3.18,0,164.54
