stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,1.07,0,0.59,0,0.52,2.44
3dpf,7.97,0,0,0.39,0,0
5dpf,1.03,0.43,0,0,0,0
10dpf,0.67,0,0,0,0,0
