stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0.82
2dpf,1.86,0,1.51,0,1.25,8.21
3dpf,0,0,0.39,0,0,0
5dpf,0,0.57,2.46,1.39,0,24.38
10dpf,0,0,0.6,0,0,0
