stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,41.91,0,7.12,0,0.72
3dpf,4.66,0,0.92,0,0.43
5dpf,15.99,0,13.17,0.49,0
10dpf,3.39,1.73,21.41,1.42,0
