stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.55,0.51,0,0,0,0
3dpf,28.79,0,0,0,0,0
5dpf,2.17,3.1,0,3.49,1.34,1.46
10dpf,125.36,0,0.44,3.56,0,0
