stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm
2dpf,2.34,0,0,0
3dpf,1.08,0,0.6,0.3
5dpf,0,0.73,1.96,0
10dpf,0,0.46,0.44,0
