stage,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
24hpf,0.92,0,3.08,0,1.78
2dpf,0,0,3.94,0,0
3dpf,0,0,0.41,0.39,0
5dpf,0,1.01,0,0,0
