stage,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,periderm
16hpf,0,0,0,0,0,0,1.71
24hpf,0,0,0,0,0,0,3.93
2dpf,0,2.31,0,0,0,0,5.69
3dpf,0,0,0,0,0,0,4.21
5dpf,1.3,0,0.36,1.33,0.66,0.43,31.8
10dpf,0,0,0,0,0,0,5.08
