stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,2.78,1.51,0,0.8,0.55
3dpf,4.83,0,0,0.69,0
5dpf,13.32,0,0,4.78,0.41
10dpf,8.79,1.27,1.36,3.88,1.21
