stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,39.43,0,0.58,3.63,1.92,0.78,6.2
3dpf,5.5,0,0,0,0.3,0,0
5dpf,19.57,0.97,0,0.86,1.14,0,0
10dpf,5.47,0,0,0.37,0.89,0,0
