stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.75,1,0,1.46
5dpf,0,0,0,3.12,0.31,0.45
10dpf,1.04,0.73,0,0.42,0,0
