stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,14.3,0,0,0,0,0,0,0,0,0
12hpf,2.31,0,0,2.22,3.78,4.14,0,0,0,0
14hpf,6.24,0,2.45,0,0,2.76,0,0,0,0
16hpf,5.42,0,0,4.02,5.78,0,0,0,1.74,3.62
19hpf,21.74,0,0,2.11,1.64,0,0,0,0,0
24hpf,44.38,0,0.89,3.1,3.7,6.19,0.87,0,2.12,2.58
2dpf,364.01,6.16,12.55,35.38,84.88,188.54,23.06,3.29,43.95,65.92
3dpf,916,3.38,4.68,13.59,11,158.1,5.13,0,7.53,21.51
5dpf,150.76,11.2,15.1,50.78,20.56,257.56,22.44,9,35.15,121.96
10dpf,556.72,19.2,5.98,37.31,17.75,187.77,21.69,0,20.12,41.03
