stage,central_nervous_system,hematopoietic_system,mesenchyme,periderm
19hpf,0,14.06,0,0
24hpf,0,3.42,0,0
2dpf,0,5.08,0,0
3dpf,0,7.41,0,0
5dpf,0,56.12,0.97,0.73
10dpf,0.78,0,0,0
