stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,11.3,0,0
12hpf,0,0,0,2.2,0,2.41,0,13.46,0,0
14hpf,0,0,0,23.02,0,0,0,5.04,0,0
16hpf,1.63,0,1.91,90.1,11.68,12.09,0,19.28,5.72,1.72
19hpf,4.65,0,4.45,106.54,21.06,9.3,0,1.99,0,1.54
24hpf,9.03,0.91,38.67,259.53,74.55,37.2,0,0.85,9.98,2.11
2dpf,105.7,3.72,26.65,739.2,440.03,747.27,10.48,0.51,141.61,47.82
3dpf,86.86,7.45,20.83,535.4,159.3,2046.02,1.82,0,30.88,21.36
5dpf,71.26,13.35,26.66,1192.63,112.46,1502.66,13.98,2.17,80.06,28.08
10dpf,91.62,21.97,43.48,823.6,79.79,1540.23,7.25,0,43,13.87
