stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.53,0.71,0,0,0,0,0.71
3dpf,41.08,0,0,1.22,3.11,0.89,0
5dpf,5.01,0,0.56,1.08,6.78,0.44,0
10dpf,74.05,0,0.62,0.44,4.64,0,0
