stage,central_nervous_system,hematopoietic_system,mesenchyme,periderm
2dpf,0,0,0.75,1.78
3dpf,0.33,0.43,0.54,0
5dpf,0,0.83,0,0.43
10dpf,1.73,3.28,0.63,2.46
