stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,25.11,0,0.43,1.09,0,0,0
5dpf,2.57,1.12,1.78,3.28,0,0.6,2.89
10dpf,102.11,0,0,3.11,1.67,0,0
