stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,0,0.33,4.42,0,0,0
5dpf,0,0,20.11,0,1.98,1.3
10dpf,0.83,0,0,0.66,0.45,0
