stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,18.17,0,0,0,9.27,0,0,11.6,0,8.58
12hpf,7.66,11.88,0,0,0,2.01,0,3.93,0,1.78
14hpf,6.51,0,0,0,0,0,0,0,0,0
16hpf,18.43,8,0,0,0,1.73,0,0,5.59,0
19hpf,46,0,0,0,0,0,0,0,0,0
24hpf,51.94,1.74,0.81,0,0,0,0.83,0,0,0
2dpf,158.78,0.5,3.64,6.82,14.51,33.61,7.8,0,2.56,7.64
3dpf,915.01,1.13,0,0,1.98,25.05,0,0,1.11,0.94
5dpf,50.89,1.45,4.93,9.78,6.43,71.94,7.43,0.84,4.3,22.44
10dpf,490.83,2.89,2.39,2.6,0,21.38,1.31,0,1.9,0
