stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,1.03,0,1.33,0.75,2.79,0.53,0
3dpf,3.32,0,0,0,0.69,0,0
5dpf,0.63,0.55,0.71,0,0.45,0,0.94
10dpf,8.43,0,0,0,0,0,0.76
