stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,12.05,1.18,3.35,0.67,0,0,0
3dpf,0.67,0,0.69,0.84,0,0.32,0
5dpf,3.53,0,0.45,0.46,0.49,0,0.97
10dpf,0,0,0,0.78,0,0,0
