stage,central_nervous_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,6.16,2.63,0,0.48
3dpf,3.5,0,0,0
5dpf,8.41,0,1.12,0
10dpf,2.49,0.96,0,0
