stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
12hpf,0,1.79,0,0,0,0,0
2dpf,0.63,0,0.6,0.88,1.68,0.6,0
3dpf,1.49,0,0,0.31,0,0,0
5dpf,0,0,0,0.8,0,0,0.66
