stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,78.69,0,9.12,0,21.47,0,0,0,97.01,0
12hpf,155.13,9.04,6.49,8.38,94.39,16.19,2.43,66.85,419.76,28.6
14hpf,95.5,2.25,47.73,62.98,53.25,16.88,4.98,14.32,377.98,54.15
16hpf,121.05,21.85,231.45,176.67,113.49,17.85,7.33,26.73,559.83,115.23
19hpf,98.5,1.61,88.04,87.78,64.43,6.9,4.47,9.19,130.68,40.55
24hpf,63.77,5.28,565.64,143.64,57.53,32.8,10.53,5.81,555.24,57.73
2dpf,229.02,22.89,227.32,203.34,143.76,318.67,77.34,1.95,157.32,430.54
3dpf,213.3,40.26,42.57,84.79,21.87,322.78,2.7,0,46.28,72.23
5dpf,120.24,125.29,408.24,248.33,37.53,547.72,51.74,4.06,157.07,456.17
10dpf,2709.59,122.73,485.39,187.66,30.96,337.7,65.38,0,80.71,244.3
