stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,138.94,116.89,0,0,600.7,65.36,0,63.14,733.87,580.83
12hpf,28.39,60.74,1.77,36.73,318.84,75.35,0,134.27,377.79,234.07
14hpf,68.35,14.18,0,71.33,227.59,120.97,0,27.32,180.52,415.83
16hpf,102.01,42.82,0,16.09,119.11,62.93,7.48,43.65,106.55,224.87
19hpf,131.17,7.97,0,7.28,70.96,34.22,1.56,21.93,38,152.9
24hpf,37.73,0,0.86,1.77,23.02,11.32,3.86,11.97,20.17,35.82
2dpf,326.11,4.01,2.2,14.35,148.7,219.72,26.8,0.74,23.15,83.2
3dpf,113.83,0,0,2.53,1.03,30.42,2.98,0,1.6,1.52
5dpf,96.33,1.16,0.84,2.28,6.12,28.62,11.58,0.29,4.73,15.68
10dpf,54.52,1.91,0,0,0.4,7.82,2.38,0.71,0.69,0.64
