stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,1.82,0,0,0,0,0,0,0
2dpf,5.51,0,0,2.85,1.36,6.57,0,0.56
3dpf,121.39,0,0,0,0,1.47,0,0
5dpf,0.58,0,0,2.91,0.3,6.38,0.86,0.3
10dpf,64.84,0.56,0.38,0.6,0,0.92,0,0
