stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,3.1,0,0,0,1.32
3dpf,4.77,0,0,0.36,0
5dpf,4.05,0,0.55,0.94,4.03
10dpf,6.16,0.77,0,0.53,0.81
