stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,4.09,1.85,0.84,2.21,1.19
3dpf,16,0,0,0,0
5dpf,0,0,0,0,0.69
10dpf,5.81,0,0,0,0
