stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,1.76,0,0,0.88,1.14,0,0
3dpf,13.99,0,0,0,2.44,1.94,0
5dpf,0.83,1.09,1.4,0,7.59,0.81,0.37
10dpf,8.76,1.06,1.16,0,18.08,0.37,0
