stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.99,0,0.49,0,0,0
3dpf,4.43,0,1.51,0.3,0,0
5dpf,0.71,0,2.66,0,0,0.32
10dpf,5.08,0.47,2.14,0,0.57,0.41
