stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.62,0,0,0,0,0
3dpf,0.29,0,0.63,1.46,1.66,0
5dpf,0.57,1.42,0,3.56,0,0.31
10dpf,0,0,0,1.39,0,0
