stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,1.81,0,0,0,0,2.04,0,4.58
3dpf,2.13,1.64,0,0.36,0.57,0.61,0,2.03
5dpf,2.41,1.08,1.95,2.18,0.98,2.34,0,5.11
10dpf,5.49,1.7,0.99,0.42,0,0.54,1.18,0
