stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,4.46,1.69,0,0,0.55,0.72,30.22
3dpf,0,1.59,1.03,7.35,0,0,4.08
5dpf,1.03,7.92,3.49,7.04,0.32,1.19,36.31
10dpf,0.68,6.59,5.54,1.64,0,1.19,15.77
