stage,central_nervous_system,lateral_mesoderm,periderm
14hpf,0,4.1,0
19hpf,0,1.63,0
2dpf,0.6,0,0
3dpf,1.33,0.7,0
5dpf,0,0.31,0.37
10dpf,0,0.44,0
