stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0.63,0,0,0,0,0
3dpf,1.42,0,0,0.4,0,0
5dpf,5.35,0,0.79,0,0.8,0.58
10dpf,0.41,0.46,0,0,0.42,0
