stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,10.16,0,0
12hpf,1.84,0,2.67,0,0,0,0,18.05,2.84,3.6
14hpf,8,0,0,0,0,0,0,4.59,16.65,9.31
16hpf,15.75,0,0,4.97,9.06,0,0,3.52,60.58,9.16
19hpf,14.86,0,0,2.62,3.31,0,0,2.64,49.62,1.63
24hpf,13.44,0,1.71,2.19,1.65,2.55,0,0,21.42,0.82
2dpf,194.69,2.08,28.38,19.32,29.76,75,23.78,2.08,65.17,73.92
3dpf,402.52,6.25,4.35,5.26,6.91,112.11,2.99,0,11.02,23.54
5dpf,297.28,15.14,31.12,63.54,21.86,313.25,23.79,44.98,56.6,288.18
10dpf,790.34,35.76,45.6,52.81,10.37,163.27,33.68,0.92,25.42,77.5
