stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,3.51,0,2.93,0,0.52,1.24,0,0,9.83
3dpf,8.19,2.95,1.82,0.67,0.63,4.99,0,0,5.85
5dpf,7.11,1.93,10.78,2.78,3.87,19.7,0.67,1.56,45.44
10dpf,8.28,3.14,6.37,7.23,2.09,8.78,0,0,11.91
