stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,24.44,2.27,0,0,0.65
3dpf,13.39,2.61,0,0,0
5dpf,20.85,1.27,0.35,0.35,0.71
10dpf,12.94,0.42,0,0.48,0
