stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
3dpf,0.29,0,0.31,0.3,0
5dpf,4.82,0,0,0.5,2.13
10dpf,26.52,1.53,2.57,1.44,0
