stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,0,0.6,0.96,0,0
3dpf,8.6,0,0,0,0,0
5dpf,0,0,0,1.38,0,0.58
10dpf,5.55,0.94,0,0,0.48,0
