stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,15.87,1.3,0.49,2.77,16.62,0.74,0,10.64
3dpf,9.31,0,1.15,2.52,14.04,0,0,0.63
5dpf,1.82,0.43,1.56,0.65,8.6,0,0,0.65
10dpf,0.9,0.41,2.33,1.38,7.22,0,0.64,0.41
