stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
19hpf,0,14.77,0,0,0,0,0,0
24hpf,0,382.78,0,0,0,0,7.61,0.88
2dpf,9.89,45.77,0.89,1.23,0.62,1.55,1.76,2.85
3dpf,2.31,10.52,0,0,2.69,0,0,0
5dpf,3.42,48.4,1,1.11,1.47,1.36,0.41,2.72
10dpf,0,40.21,0,0,3.51,0,0,1.86
