stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0.93,0
3dpf,1.26,0,0,0.29,0
5dpf,0,0.81,2.33,0,0.44
10dpf,4.99,0,0,0,0
