stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,59.53,0,0,0,2.86,1.72,0.85,39.93
3dpf,25.65,0,0,0.33,0.98,0,0,27.51
5dpf,142.73,2.14,1.06,0,4.14,0,5.57,98.41
10dpf,57.08,0,0,4.37,1.08,0,1.58,124.07
