stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
10hpf,0,0,10.64,0,8.62,0
12hpf,64.36,0,0,0,1.88,0
14hpf,0,0,23.18,0,0,0
24hpf,0,0,0,0,0.85,0
2dpf,0,0,0,2.16,0.55,0.68
3dpf,1.15,1.3,0,0.54,0,0
5dpf,0,0,0,1.46,0,0
10dpf,0.82,0,0,0.58,0.87,0
