stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm
2dpf,0.71,0,0,0.66
3dpf,1.75,0,0.8,0
5dpf,0.69,0.47,1.35,0
10dpf,0.97,0,0,0
