stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,1.44,0,0,0
3dpf,0,0,11.85,0,0
5dpf,0,2.19,0,0,0.63
10dpf,1.12,1.44,5.2,0.93,0
