stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
14hpf,0,0,0,0,4.1
2dpf,4.79,2.22,3.85,0,16.53
3dpf,18.71,0,0.87,0,2.32
5dpf,9.86,0.34,7.76,1.18,7.95
10dpf,12.61,0,1.19,2.84,0
