stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
14hpf,0,0,0,0,0,0,0,2.43
2dpf,0,0,0.63,0,1.6,0,0,1.05
3dpf,1.54,0.54,0.29,0.96,1.98,8.72,0,3.23
5dpf,5.84,1.14,0.92,2.42,1.79,8.76,0.83,18.79
10dpf,1.43,1.9,0.37,0.41,1.32,3.54,0,8.24
