stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme
2dpf,1.46,0,0.95,0.53,0.74
3dpf,2.33,0,0,0,0.73
5dpf,0,0,0,0,0.94
10dpf,0,0.41,0,0,0
