stage,central_nervous_system,intermediate_mesoderm,paraxial_mesoderm,periderm
2dpf,1.16,25.29,1.83,0
3dpf,2.9,9.47,0,0
5dpf,0,22.63,0.5,0.66
10dpf,0,4.98,0,0
