stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
10hpf,10.99,0,0,82.24,0,112.85,4255.48,0
12hpf,4.4,0,0,0,0,0,1233.23,2.22
14hpf,0,0,0,0,0,7.2,1213.47,0
16hpf,1.91,0,0,0,0,0,508.18,2.68
19hpf,0,0,0,0,0,1.52,413.46,0
24hpf,0.93,0,0,0,0,0,71.26,0
3dpf,0,0.43,0.35,0,2.52,0,2.23,0
5dpf,0,0,0,0,0,0,0,0.71
10dpf,0.6,0,0,0,0.46,0,0,0
