stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0.53,0,0,0,0,0
3dpf,2.09,0,0,0,2.54,0
5dpf,3.12,0,0,0,0.67,0
10dpf,11.29,5.35,2.87,2.92,9.15,1.14
