stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,1.32,0,0,0,0,0,0,0
2dpf,14.39,0,0,2.6,0,8.1,0.76,0
3dpf,58.16,0.51,0,0,10.6,0,0,0
5dpf,4.01,1.59,1.05,0.3,11.71,1.44,0,0.3
10dpf,16.03,0,0.62,0,2.31,3.19,0,0
